Aleia HOBBS, carrera 100 m, Torneo de Namibia, 1, 9760;
Juan Miguel ECHEVARRÍA, salto largo, Torneo de Ghana, 5, 956;
Juan Miguel ECHEVARRÍA, salto largo, Torneo de Zambia, 2, 869;
Gesa Felicitas KRAUSE, carrera 3000 m con vallas, Torneo de Mauritius, 1, 481492;
Gesa Felicitas KRAUSE, carrera 3000 m con vallas, Torneo de Indonesia, 1, 528951;
Ruth CHEPNGETICH, carrera 21000 m, Torneo de Brunei, 1, 3482162;
Ruth CHEPNGETICH, carrera 21000 m, Torneo de Uzbekistan, 1, 3828690;
Yaoguang ZHANG, salto largo, Torneo de Egypt, 8, 956;
Yaoguang ZHANG, salto largo, Torneo de Madagascar, 4, 869;
Julien WANDERS, carrera 10000 m, Torneo de Pakistan, 1, 1608920;
Julien WANDERS, carrera 10000 m, Torneo de Panama, 1, 1767881;
Emmanuel Kipkurui KORIR, carrera 800 m, Torneo de Japan, 1, 101910;
Emmanuel Kipkurui KORIR, carrera 800 m, Torneo de Tuvalu, 1, 112026;
Hellen OBIRI, carrera 5000 m, Torneo de Nepal, 1, 772409;
Hellen OBIRI, carrera 5000 m, Torneo de Nicaragua, 1, 849204;
Margaret Chelimo KIPKEMBOI, carrera 5000 m, Torneo de Ukraine, 1, 772274;
Margaret Chelimo KIPKEMBOI, carrera 5000 m, Torneo de Algeria, 1, 849119;
Molly HUDDLE, carrera 10000 m, Torneo de Bhutan, 1, 1608385;
Molly HUDDLE, carrera 10000 m, Torneo de Micronesia, 1, 1768204;
Nadia EKE, salto triple, Torneo de Bhutan, 8, 1996;
Nadia EKE, salto triple, Torneo de Guyana, 3, 1814;
Arthur CISSÉ, carrera 100 m, Torneo de Georgia, 1, 9760;
Arthur CISSÉ, carrera 100 m, Torneo de Eritrea, 1, 10735;
DeAnna PRICE, lanzamiento de martillo, Torneo de Grenada, 3, 8987;
DeAnna PRICE, lanzamiento de martillo, Torneo de Malaysia, 2, 8176;
Zeineba YIMER, carrera 10000 m, Torneo de Australia, 1, 1610215;
Zeineba YIMER, carrera 10000 m, Torneo de Sri Lanka, 1, 1768287;
Andrius GUDŽIUS, lanzamiento de disco, Torneo de Israel, 4, 7904;
Andrius GUDŽIUS, lanzamiento de disco, Torneo de Turkey, 2, 7192;
Yarisley SILVA, salto con pertiga, Torneo de Afghanistan, 2, 667;
Yarisley SILVA, salto con pertiga, Torneo de Slovakia, 1, 606;
Jessica RAMSEY, lanzamiento de bala, Torneo de Argentina, 4, 2519;
Jessica RAMSEY, lanzamiento de bala, Torneo de Serbia, 5, 2292;
Liveta JASIŪNAITĖ, lanzamiento de jabalina, Torneo de Cabo Verde, 2, 9964;
Liveta JASIŪNAITĖ, lanzamiento de jabalina, Torneo de Morocco, 9, 9064;
Philemon RONO, carrera 42000 m, Torneo de Tonga, 1, 7304007;
Philemon RONO, carrera 42000 m, Torneo de Sweden, 1, 8027625;
Raevyn ROGERS, carrera 800 m, Torneo de Malaysia, 1, 101893;
Raevyn ROGERS, carrera 800 m, Torneo de Bahamas, 1, 112038;
Hagos GEBRHIWET, carrera 10000 m, Torneo de Eritrea, 1, 1608136;
Hagos GEBRHIWET, carrera 10000 m, Torneo de Scotland, 1, 1767755;
Alfred KIPKETER, carrera 800 m, Torneo de Argentina, 1, 101945;
Alfred KIPKETER, carrera 800 m, Torneo de Philippines, 1, 112066;
Valarie ALLMAN, lanzamiento de disco, Torneo de French Guiana, 8, 7905;
Valarie ALLMAN, lanzamiento de disco, Torneo de Iraq, 7, 7190;
Dmitriy SOROKIN, salto triple, Torneo de Kenya, 9, 1996;
Dmitriy SOROKIN, salto triple, Torneo de Togo, 4, 1815;
Mykhaylo KOKHAN, lanzamiento de martillo, Torneo de Germany, 10, 8975;
Mykhaylo KOKHAN, lanzamiento de martillo, Torneo de New Zealand, 8, 8178;
Ehsan HADADI, lanzamiento de disco, Torneo de Eritrea, 1, 7902;
Ehsan HADADI, lanzamiento de disco, Torneo de Northern Ireland, 7, 7186;
Wojciech NOWICKI, lanzamiento de martillo, Torneo de Venezuela, 5, 8992;
Wojciech NOWICKI, lanzamiento de martillo, Torneo de Togo, 4, 8177;
Bernhard SEIFERT, lanzamiento de jabalina, Torneo de Portugal, 8, 9966;
Bernhard SEIFERT, lanzamiento de jabalina, Torneo de Guinea-Bissau, 4, 9062;
Lauren WELLS, carrera 400 m con vallas, Torneo de Bolivia, 1, 46100;
Lauren WELLS, carrera 400 m con vallas, Torneo de Comoros, 1, 50698;
Serhiy PEREVOZNIKOV, lanzamiento de martillo, Torneo de Australia, 10, 8992;
Serhiy PEREVOZNIKOV, lanzamiento de martillo, Torneo de Somalia, 10, 8174;
Lindsay HANEKOM, carrera 400 m con vallas, Torneo de Sudan, 1, 46092;
Lindsay HANEKOM, carrera 400 m con vallas, Torneo de Jordan, 1, 50699;
Chantel MALONE, salto largo, Torneo de Grenada, 5, 956;
Chantel MALONE, salto largo, Torneo de Saint Vincent and the Grenadines, 1, 869;
Alex QUIÑÓNEZ, carrera 200 m, Torneo de Lebanon, 1, 19514;
Alex QUIÑÓNEZ, carrera 200 m, Torneo de Kosovo, 1, 21446;
Kori CARTER, carrera 400 m con vallas, Torneo de Malawi, 1, 46117;
Kori CARTER, carrera 400 m con vallas, Torneo de Philippines, 1, 50694;
Orlando ORTEGA, carrera 110 m con vallas, Torneo de Kuwait, 1, 12109;
Orlando ORTEGA, carrera 110 m con vallas, Torneo de Israel, 1, 13304;
Valentin LAVILLENIE, salto con pertiga, Torneo de Kiribati, 1, 667;
Valentin LAVILLENIE, salto con pertiga, Torneo de Trinidad and Tobago, 1, 606;
Luiza GEGA, carrera 3000 m con vallas, Torneo de Sierra Leone, 1, 481224;
Luiza GEGA, carrera 3000 m con vallas, Torneo de South Sudan, 1, 528861;
Lonah Chemtai SALPETER, carrera 21000 m, Torneo de Russia, 1, 3481643;
Lonah Chemtai SALPETER, carrera 21000 m, Torneo de Moldova, 1, 3826972;
Divine ODUDURU, carrera 200 m, Torneo de Tonga, 1, 19503;
Divine ODUDURU, carrera 200 m, Torneo de El Salvador, 1, 21449;
Maryna BEKH-ROMANCHUK, salto largo, Torneo de Italy, 7, 956;
Maryna BEKH-ROMANCHUK, salto largo, Torneo de Venezuela, 2, 869;
Zita KÁCSER, carrera 3000 m con vallas, Torneo de Slovakia, 1, 481149;
Zita KÁCSER, carrera 3000 m con vallas, Torneo de Belgium, 1, 529122;
Mario BURKE, carrera 100 m, Torneo de San Marino, 1, 9760;
Mario BURKE, carrera 100 m, Torneo de Belize, 1, 10733;
Mercy WANJIRU, carrera 3000 m con vallas, Torneo de Marshall Islands, 1, 481184;
Mercy WANJIRU, carrera 3000 m con vallas, Torneo de Colombia, 1, 529071;
Cole WALSH, salto con pertiga, Torneo de Egypt, 9, 667;
Cole WALSH, salto con pertiga, Torneo de Poland, 1, 606;
Natalya PRYSHCHEPA, carrera 800 m, Torneo de Bhutan, 1, 101893;
Natalya PRYSHCHEPA, carrera 800 m, Torneo de Tuvalu, 1, 111904;
Liadagmis POVEA, salto triple, Torneo de Cabo Verde, 7, 1996;
Liadagmis POVEA, salto triple, Torneo de Niger, 3, 1815;
Abigail IROZURU, salto largo, Torneo de Laos, 8, 955;
Abigail IROZURU, salto largo, Torneo de United States, 3, 869;
Janeek BROWN, carrera 200 m, Torneo de Niger, 1, 19505;
Janeek BROWN, carrera 200 m, Torneo de Australia, 1, 21442;
Anita MÁRTON, lanzamiento de bala, Torneo de Honduras, 9, 2521;
Anita MÁRTON, lanzamiento de bala, Torneo de Northern Ireland, 3, 2291;
Malaika MIHAMBO, salto largo, Torneo de France, 5, 956;
Malaika MIHAMBO, salto largo, Torneo de Zimbabwe, 9, 869;
Fred KERLEY, carrera 400 m, Torneo de French Guiana, 1, 43470;
Fred KERLEY, carrera 400 m, Torneo de Thailand, 1, 47776;
Kelsey CARD, lanzamiento de disco, Torneo de Jordan, 1, 7905;
Kelsey CARD, lanzamiento de disco, Torneo de Chad, 4, 7187;
Emily GROVE, salto con pertiga, Torneo de Cameroon, 4, 667;
Emily GROVE, salto con pertiga, Torneo de Seychelles, 8, 606;
Andressa DE MORAIS, lanzamiento de disco, Torneo de Belarus, 7, 7895;
Andressa DE MORAIS, lanzamiento de disco, Torneo de Ireland, 6, 7186;
Yulimar ROJAS, salto triple, Torneo de Togo, 6, 1996;
Yulimar ROJAS, salto triple, Torneo de Canada, 4, 1815;
Yekaterina STARYGINA, lanzamiento de jabalina, Torneo de Saint Lucia, 5, 9962;
Yekaterina STARYGINA, lanzamiento de jabalina, Torneo de Afghanistan, 8, 9065;
Seifu TURA, carrera 21000 m, Torneo de Congo Democratic Republic of the, 1, 3481150;
Seifu TURA, carrera 21000 m, Torneo de Panama, 1, 3829025;
Paraskevi PAPACHRISTOU, salto triple, Torneo de Chad, 2, 1996;
Paraskevi PAPACHRISTOU, salto triple, Torneo de Central African Republic, 10, 1814;
Eldred HENRY, lanzamiento de bala, Torneo de Argentina, 3, 2519;
Eldred HENRY, lanzamiento de bala, Torneo de Russia, 7, 2291;
Apostolos PARELLIS, lanzamiento de disco, Torneo de Iraq, 1, 7898;
Apostolos PARELLIS, lanzamiento de disco, Torneo de Bolivia, 4, 7188;
Norah JERUTO, carrera 3000 m con vallas, Torneo de Honduras, 1, 481044;
Norah JERUTO, carrera 3000 m con vallas, Torneo de Costa Rica, 1, 529121;
Wenjun XIE, carrera 110 m con vallas, Torneo de Canada, 1, 12098;
Wenjun XIE, carrera 110 m con vallas, Torneo de Belarus, 1, 13308;
Shelby HOULIHAN, carrera 1500 m, Torneo de Madagascar, 1, 208773;
Shelby HOULIHAN, carrera 1500 m, Torneo de Uganda, 1, 229598;
Nafissatou THIAM, salto de altura, Torneo de Angola, 8, 261;
Nafissatou THIAM, salto de altura, Torneo de Maldives, 8, 237;
Hleb DUDARAU, lanzamiento de martillo, Torneo de El Salvador, 9, 8988;
Hleb DUDARAU, lanzamiento de martillo, Torneo de Comoros, 6, 8178;
Caster SEMENYA, carrera 800 m, Torneo de Iran, 1, 102076;
Caster SEMENYA, carrera 800 m, Torneo de Costa Rica, 1, 112072;
Michael CHERRY, carrera 400 m, Torneo de Equatorial Guinea, 1, 43454;
Michael CHERRY, carrera 400 m, Torneo de Congo Republic of the, 1, 47788;
Carina HORN, carrera 100 m, Torneo de Canada, 1, 9764;
Carina HORN, carrera 100 m, Torneo de Mauritius, 1, 10733;
Matthew HUGHES, carrera 3000 m con vallas, Torneo de Germany, 1, 481095;
Matthew HUGHES, carrera 3000 m con vallas, Torneo de Mali, 1, 529132;
Cambrea STURGIS, carrera 200 m, Torneo de Algeria, 1, 19506;
Cambrea STURGIS, carrera 200 m, Torneo de Albania, 1, 21436;
Chukwuebuka ENEKWECHI, lanzamiento de bala, Torneo de Benin, 6, 2521;
Chukwuebuka ENEKWECHI, lanzamiento de bala, Torneo de Monaco, 5, 2292;
Marcio TELES, carrera 400 m con vallas, Torneo de Jamaica, 1, 46151;
Marcio TELES, carrera 400 m con vallas, Torneo de United States, 1, 50693;
Abebe Negewo DEGEFA, carrera 42000 m, Torneo de Congo Republic of the, 1, 7311718;
Abebe Negewo DEGEFA, carrera 42000 m, Torneo de Andorra, 1, 8030767;
Emmanuel SAINA, carrera 42000 m, Torneo de Burundi, 1, 7304424;
Emmanuel SAINA, carrera 42000 m, Torneo de Laos, 1, 8030868;
Sandra PERKOVIĆ, lanzamiento de disco, Torneo de Nigeria, 5, 7903;
Sandra PERKOVIĆ, lanzamiento de disco, Torneo de Zambia, 3, 7189;
Joshua CHEPTEGEI, carrera 10000 m, Torneo de Thailand, 1, 1609174;
Joshua CHEPTEGEI, carrera 10000 m, Torneo de South Africa, 1, 1766586;
Robert URBANEK, lanzamiento de disco, Torneo de Peru, 3, 7905;
Robert URBANEK, lanzamiento de disco, Torneo de Georgia, 3, 7194;
Janee KASSANAVOID, lanzamiento de martillo, Torneo de Spain, 8, 8992;
Janee KASSANAVOID, lanzamiento de martillo, Torneo de Equatorial Guinea, 6, 8174;
Claudine VITA, lanzamiento de disco, Torneo de Sudan, 9, 7905;
Claudine VITA, lanzamiento de disco, Torneo de India, 3, 7189;
Zheng WANG, lanzamiento de martillo, Torneo de Norway, 5, 8988;
Zheng WANG, lanzamiento de martillo, Torneo de Saint Kitts and Nevis, 3, 8178;
Yasmani COPELLO, carrera 400 m con vallas, Torneo de United Arab Emirates, 1, 46120;
Yasmani COPELLO, carrera 400 m con vallas, Torneo de Georgia, 1, 50698;
Reggie JAGERS III, lanzamiento de disco, Torneo de Argentina, 3, 7905;
Reggie JAGERS III, lanzamiento de disco, Torneo de Bulgaria, 7, 7188;
Magnus KIRT, lanzamiento de jabalina, Torneo de Finland, 10, 9958;
Magnus KIRT, lanzamiento de jabalina, Torneo de Nigeria, 2, 9065;
Erika KINSEY, salto de altura, Torneo de French Guiana, 1, 261;
Erika KINSEY, salto de altura, Torneo de Wales, 4, 237;
Abadi HADIS, carrera 10000 m, Torneo de Belgium, 1, 1608999;
Abadi HADIS, carrera 10000 m, Torneo de South Sudan, 1, 1767320;
Edward Zakayo PINGUA, carrera 5000 m, Torneo de Saudi Arabia, 1, 772128;
Edward Zakayo PINGUA, carrera 5000 m, Torneo de Bahamas, 1, 848817;
Maggie EWEN, lanzamiento de martillo, Torneo de Panama, 10, 8985;
Maggie EWEN, lanzamiento de martillo, Torneo de Venezuela, 4, 8174;
Marius KIPSEREM, carrera 42000 m, Torneo de Uzbekistan, 1, 7307460;
Marius KIPSEREM, carrera 42000 m, Torneo de Afghanistan, 1, 8026004;
Zeineba YIMER, carrera 21000 m, Torneo de Indonesia, 1, 3481062;
Zeineba YIMER, carrera 21000 m, Torneo de Samoa, 1, 3828790;
Hanna SKYDAN, lanzamiento de martillo, Torneo de Brazil, 10, 8989;
Hanna SKYDAN, lanzamiento de martillo, Torneo de Sudan, 1, 8174;
Sifan HASSAN, carrera 21000 m, Torneo de Gambia, 1, 3482679;
Sifan HASSAN, carrera 21000 m, Torneo de Saint Lucia, 1, 3826790;
Janeek BROWN, carrera 110 m con vallas, Torneo de Indonesia, 1, 12102;
Janeek BROWN, carrera 110 m con vallas, Torneo de Panama, 1, 13308;
Guye Idemo ADOLA, carrera 42000 m, Torneo de Ecuador, 1, 7306648;
Guye Idemo ADOLA, carrera 42000 m, Torneo de Iceland, 1, 8027315;
Manqi GE, carrera 100 m, Torneo de Guinea-Bissau, 1, 9761;
Manqi GE, carrera 100 m, Torneo de Guyana, 1, 10736;
Tihomir IVANOV, salto de altura, Torneo de Australia, 4, 261;
Tihomir IVANOV, salto de altura, Torneo de Virgin Islands (British), 4, 237;
Hillary BOR, carrera 3000 m con vallas, Torneo de French Guiana, 1, 481332;
Hillary BOR, carrera 3000 m con vallas, Torneo de Bulgaria, 1, 529108;
Birhanu BALEW, carrera 5000 m, Torneo de Ecuador, 1, 772110;
Birhanu BALEW, carrera 5000 m, Torneo de Fiji, 1, 849170;
Mujinga KAMBUNDJI, carrera 100 m, Torneo de Northern Ireland, 1, 9764;
Mujinga KAMBUNDJI, carrera 100 m, Torneo de Iraq, 1, 10732;
Anglerne ANNELUS, carrera 200 m, Torneo de Nepal, 1, 19506;
Anglerne ANNELUS, carrera 200 m, Torneo de Dominican Republic, 1, 21433;
Laviai NIELSEN, carrera 400 m, Torneo de Kenya, 1, 43466;
Laviai NIELSEN, carrera 400 m, Torneo de New Zealand, 1, 47793;
Zuzana HEJNOVÁ, carrera 400 m con vallas, Torneo de Azerbaijan, 1, 46138;
Zuzana HEJNOVÁ, carrera 400 m con vallas, Torneo de Dominican Republic, 1, 50693;
Ronald MUSAGALA, carrera 1500 m, Torneo de Sierra Leone, 1, 208813;
Ronald MUSAGALA, carrera 1500 m, Torneo de Suriname, 1, 229579;
Dafne SCHIPPERS, carrera 100 m, Torneo de Congo Republic of the, 1, 9776;
Dafne SCHIPPERS, carrera 100 m, Torneo de Cambodia, 1, 10734;
Mujinga KAMBUNDJI, carrera 200 m, Torneo de Belize, 1, 19515;
Mujinga KAMBUNDJI, carrera 200 m, Torneo de Japan, 1, 21448;
Bedan KAROKI, carrera 21000 m, Torneo de Suriname, 1, 3483548;
Bedan KAROKI, carrera 21000 m, Torneo de Rwanda, 1, 3827918;
Zalina PETRIVSKAYA, lanzamiento de martillo, Torneo de Fiji, 3, 8992;
Zalina PETRIVSKAYA, lanzamiento de martillo, Torneo de San Marino, 9, 8175;
Britany ANDERSON, carrera 110 m con vallas, Torneo de Antigua and Barbuda, 1, 12105;
Britany ANDERSON, carrera 110 m con vallas, Torneo de Maldives, 1, 13297;
Jennifer SUHR, salto con pertiga, Torneo de Comoros, 4, 667;
Jennifer SUHR, salto con pertiga, Torneo de Philippines, 6, 606;
Kate GRACE, carrera 800 m, Torneo de Netherlands, 1, 101901;
Kate GRACE, carrera 800 m, Torneo de Virgin Islands (British), 1, 112079;
Conor MCCULLOUGH, lanzamiento de martillo, Torneo de Venezuela, 10, 8988;
Conor MCCULLOUGH, lanzamiento de martillo, Torneo de Denmark, 7, 8181;
Barnabas KIPYEGO, carrera 3000 m con vallas, Torneo de Australia, 1, 481256;
Barnabas KIPYEGO, carrera 3000 m con vallas, Torneo de United Arab Emirates, 1, 529130;
Olha SALADUKHA, salto triple, Torneo de United Arab Emirates, 4, 1996;
Olha SALADUKHA, salto triple, Torneo de Croatia, 5, 1814;
Sally PEARSON, carrera 110 m con vallas, Torneo de Palau, 1, 12100;
Sally PEARSON, carrera 110 m con vallas, Torneo de Mongolia, 1, 13305;
Christin HUSSONG, lanzamiento de jabalina, Torneo de Eritrea, 3, 9966;
Christin HUSSONG, lanzamiento de jabalina, Torneo de Lithuania, 8, 9065;
Vincent KIBET, carrera 1500 m, Torneo de Uganda, 1, 208853;
Vincent KIBET, carrera 1500 m, Torneo de Cabo Verde, 1, 229496;
Albert CHEMUTAI, carrera 3000 m con vallas, Torneo de Armenia, 1, 481195;
Albert CHEMUTAI, carrera 3000 m con vallas, Torneo de Ukraine, 1, 529086;
JuVaughn HARRISON, salto largo, Torneo de Nicaragua, 7, 956;
JuVaughn HARRISON, salto largo, Torneo de Montenegro, 6, 869;
Edis MATUSEVIČIUS, lanzamiento de jabalina, Torneo de Jordan, 7, 9966;
Edis MATUSEVIČIUS, lanzamiento de jabalina, Torneo de Singapore, 10, 9067;
Martina RATEJ, lanzamiento de jabalina, Torneo de Andorra, 7, 9968;
Martina RATEJ, lanzamiento de jabalina, Torneo de Georgia, 1, 9067;
María Fernanda MURILLO, salto de altura, Torneo de Georgia, 5, 261;
María Fernanda MURILLO, salto de altura, Torneo de Thailand, 4, 237;
Mercy CHEPKURUI, carrera 3000 m con vallas, Torneo de Mongolia, 1, 481081;
Mercy CHEPKURUI, carrera 3000 m con vallas, Torneo de Japan, 1, 528670;
Ruth CHEPNGETICH, carrera 42000 m, Torneo de Egypt, 1, 7308031;
Ruth CHEPNGETICH, carrera 42000 m, Torneo de Nauru, 1, 8028469;
Anna CHICHEROVA, salto de altura, Torneo de Bulgaria, 6, 261;
Anna CHICHEROVA, salto de altura, Torneo de South Africa, 3, 237;
​Demish GAYE, carrera 400 m, Torneo de Dominican Republic, 1, 43500;
​Demish GAYE, carrera 400 m, Torneo de Papua New Guinea, 1, 47724;
Catriona BISSET, carrera 800 m, Torneo de Hungary, 1, 101954;
Catriona BISSET, carrera 800 m, Torneo de South Africa, 1, 112078;
Aaron BROWN, carrera 100 m, Torneo de Jordan, 1, 9764;
Aaron BROWN, carrera 100 m, Torneo de Micronesia, 1, 10726;
Telahun Haile BEKELE, carrera 5000 m, Torneo de Samoa, 1, 772121;
Telahun Haile BEKELE, carrera 5000 m, Torneo de Sierra Leone, 1, 849204;
Justyna ŚWIĘTY-ERSETIC, carrera 400 m, Torneo de Argentina, 1, 43454;
Justyna ŚWIĘTY-ERSETIC, carrera 400 m, Torneo de South Sudan, 1, 47768;
Shadae LAWRENCE, lanzamiento de disco, Torneo de Myanmar, 3, 7905;
Shadae LAWRENCE, lanzamiento de disco, Torneo de Ecuador, 1, 7191;
Fernando CARRO, carrera 3000 m con vallas, Torneo de French Guiana, 1, 481126;
Fernando CARRO, carrera 3000 m con vallas, Torneo de Maldives, 1, 528963;
Christian TAYLOR, salto triple, Torneo de Algeria, 6, 1994;
Christian TAYLOR, salto triple, Torneo de Oman, 6, 1815;
Lonah Chemtai SALPETER, carrera 42000 m, Torneo de Zimbabwe, 1, 7310801;
Lonah Chemtai SALPETER, carrera 42000 m, Torneo de Haiti, 1, 8030831;
Sydney MCLAUGHLIN, carrera 400 m, Torneo de United States, 1, 43453;
Sydney MCLAUGHLIN, carrera 400 m, Torneo de Iceland, 1, 47793;
Habitam ALEMU, carrera 800 m, Torneo de Haiti, 1, 101994;
Habitam ALEMU, carrera 800 m, Torneo de Spain, 1, 112017;
Selemon BAREGA, carrera 10000 m, Torneo de Zambia, 1, 1608319;
Selemon BAREGA, carrera 10000 m, Torneo de Azerbaijan, 1, 1768601;
Adam GEMILI, carrera 200 m, Torneo de Monaco, 1, 19509;
Adam GEMILI, carrera 200 m, Torneo de Congo Republic of the, 1, 21406;
Alexandra TAVERNIER, lanzamiento de martillo, Torneo de Russia, 9, 8990;
Alexandra TAVERNIER, lanzamiento de martillo, Torneo de Lebanon, 9, 8179;
Bernardo BALOYES, carrera 200 m, Torneo de Guinea-Bissau, 1, 19522;
Bernardo BALOYES, carrera 200 m, Torneo de Sao Tome and Principe, 1, 21440;
Peruth CHEMUTAI, carrera 3000 m con vallas, Torneo de Tunisia, 1, 481272;
Peruth CHEMUTAI, carrera 3000 m con vallas, Torneo de Sweden, 1, 529080;
Danielle WILLIAMS, carrera 110 m con vallas, Torneo de Moldova, 1, 12100;
Danielle WILLIAMS, carrera 110 m con vallas, Torneo de Tunisia, 1, 13306;
Ayomide FOLORUNSO, carrera 400 m con vallas, Torneo de South Africa, 1, 46199;
Ayomide FOLORUNSO, carrera 400 m con vallas, Torneo de Chad, 1, 50696;
Ella JUNNILA, salto de altura, Torneo de Bulgaria, 1, 261;
Ella JUNNILA, salto de altura, Torneo de Pakistan, 4, 237;
Jake WIGHTMAN, carrera 1500 m, Torneo de Bosnia and Herzegovina, 1, 208828;
Jake WIGHTMAN, carrera 1500 m, Torneo de Taiwan, 1, 229574;
Valary JEMELI, carrera 42000 m, Torneo de Paraguay, 1, 7303454;
Valary JEMELI, carrera 42000 m, Torneo de Cyprus, 1, 8026066;
Nelly JEPKOSGEI, carrera 800 m, Torneo de China, 1, 101909;
Nelly JEPKOSGEI, carrera 800 m, Torneo de Turkmenistan, 1, 112032;
Pascal MARTINOT-LAGARDE, carrera 110 m con vallas, Torneo de Netherlands, 1, 12119;
Pascal MARTINOT-LAGARDE, carrera 110 m con vallas, Torneo de South Africa, 1, 13308;
Iryna ZHUK, salto con pertiga, Torneo de Iran, 7, 667;
Iryna ZHUK, salto con pertiga, Torneo de Slovenia, 10, 606;
Naa ANANG, salto largo, Torneo de Morocco, 5, 956;
Naa ANANG, salto largo, Torneo de Venezuela, 6, 869;
Elvira HERMAN, carrera 110 m con vallas, Torneo de New Zealand, 1, 12105;
Elvira HERMAN, carrera 110 m con vallas, Torneo de Niger, 1, 13305;
Yohan BLAKE, carrera 100 m, Torneo de United States, 1, 9761;
Yohan BLAKE, carrera 100 m, Torneo de Virgin Islands (British), 1, 10733;
Shakima WIMBLEY, carrera 400 m, Torneo de Gabon, 1, 43458;
Shakima WIMBLEY, carrera 400 m, Torneo de Chad, 1, 47781;
Huiqin XU, salto con pertiga, Torneo de Bangladesh, 5, 667;
Huiqin XU, salto con pertiga, Torneo de Spain, 7, 606;
David WROBEL, lanzamiento de disco, Torneo de Lithuania, 5, 7905;
David WROBEL, lanzamiento de disco, Torneo de Iraq, 5, 7191;
Abadi HADIS, carrera 21000 m, Torneo de Kazakhstan, 1, 3481565;
Abadi HADIS, carrera 21000 m, Torneo de Moldova, 1, 3828537;
Zachery BRADFORD, salto con pertiga, Torneo de Iceland, 8, 667;
Zachery BRADFORD, salto con pertiga, Torneo de Saint Kitts and Nevis, 2, 606;
Christian COLEMAN, carrera 200 m, Torneo de South Africa, 1, 19505;
Christian COLEMAN, carrera 200 m, Torneo de North Korea, 1, 21449;
Valeriy PRONKIN, lanzamiento de martillo, Torneo de Djibouti, 10, 8991;
Valeriy PRONKIN, lanzamiento de martillo, Torneo de Greece, 5, 8174;
ShaCarri RICHARDSON, carrera 100 m, Torneo de Suriname, 1, 9760;
ShaCarri RICHARDSON, carrera 100 m, Torneo de Mauritius, 1, 10732;
Beatrice CHEPKOECH, carrera 3000 m con vallas, Torneo de Kyrgyzstan, 1, 481056;
Beatrice CHEPKOECH, carrera 3000 m con vallas, Torneo de Scotland, 1, 529067;
Christoph HARTING, lanzamiento de disco, Torneo de Norway, 4, 7905;
Christoph HARTING, lanzamiento de disco, Torneo de Mexico, 1, 7187;
Shamier LITTLE, carrera 400 m con vallas, Torneo de Kazakhstan, 1, 46113;
Shamier LITTLE, carrera 400 m con vallas, Torneo de Mexico, 1, 50699;
Stefano SOTTILE, salto de altura, Torneo de Denmark, 9, 261;
Stefano SOTTILE, salto de altura, Torneo de Malta, 1, 237;
Antti RUUSKANEN, lanzamiento de jabalina, Torneo de Niger, 5, 9966;
Antti RUUSKANEN, lanzamiento de jabalina, Torneo de Sudan, 5, 9069;
Laura IGAUNE, lanzamiento de martillo, Torneo de Iraq, 10, 8990;
Laura IGAUNE, lanzamiento de martillo, Torneo de Ivory Coast, 2, 8175;
Edwin KIPTOO, carrera 21000 m, Torneo de Grenada, 1, 3484115;
Edwin KIPTOO, carrera 21000 m, Torneo de Thailand, 1, 3827304;
Andamlak BELIHU, carrera 10000 m, Torneo de Mexico, 1, 1608408;
Andamlak BELIHU, carrera 10000 m, Torneo de New Zealand, 1, 1767554;
Daniella HILL, lanzamiento de bala, Torneo de Zimbabwe, 10, 2518;
Daniella HILL, lanzamiento de bala, Torneo de Saudi Arabia, 6, 2291;
Necatí ER, salto triple, Torneo de Montenegro, 2, 1996;
Necatí ER, salto triple, Torneo de Philippines, 10, 1814;
Beth DOBBIN, carrera 200 m, Torneo de Saint Kitts and Nevis, 1, 19502;
Beth DOBBIN, carrera 200 m, Torneo de Ethiopia, 1, 21429;
Chrisann GORDON, carrera 400 m, Torneo de Italy, 1, 43467;
Chrisann GORDON, carrera 400 m, Torneo de Wales, 1, 47791;
Francine NIYONSABA, carrera 800 m, Torneo de Libya, 1, 101892;
Francine NIYONSABA, carrera 800 m, Torneo de Serbia, 1, 112075;
Nick MILLER, lanzamiento de martillo, Torneo de Iraq, 9, 8992;
Nick MILLER, lanzamiento de martillo, Torneo de Malaysia, 8, 8177;
Eduardo RODRIGUES, carrera 110 m con vallas, Torneo de Luxembourg, 1, 12100;
Eduardo RODRIGUES, carrera 110 m con vallas, Torneo de Nicaragua, 1, 13293;
Brittany CREW, lanzamiento de bala, Torneo de Chile, 1, 2521;
Brittany CREW, lanzamiento de bala, Torneo de Qatar, 7, 2291;
Andrew HUDSON, carrera 200 m, Torneo de Saudi Arabia, 1, 19506;
Andrew HUDSON, carrera 200 m, Torneo de Liechtenstein, 1, 21433;
Will CLAYE, salto largo, Torneo de Guinea, 10, 956;
Will CLAYE, salto largo, Torneo de Paraguay, 6, 870;
Valary JEMELI, carrera 21000 m, Torneo de Uganda, 1, 3482183;
Valary JEMELI, carrera 21000 m, Torneo de Belgium, 1, 3827475;
Anna COCKRELL, carrera 110 m con vallas, Torneo de Tunisia, 1, 12098;
Anna COCKRELL, carrera 110 m con vallas, Torneo de Uzbekistan, 1, 13301;
Noah LYLES, carrera 200 m, Torneo de Serbia, 1, 19505;
